name,episode_title,location,sub_location,time
Daenerys Targaryen,"Cripples, Bastards, and Broken Things",Vaes Dothrak,Vaes Dothrak,66
Jorah Mormont,"Cripples, Bastards, and Broken Things",Vaes Dothrak,Vaes Dothrak,66
Robert Baratheon,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Cersei Lannister,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Tommen Baratheon,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Myrcella Baratheon,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Barristan Selmy,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Joffrey Baratheon,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Sansa Stark,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Petyr Baelish,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Septa Mordane,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Arya Stark,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Sandor Clegane,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Gregor Clegane,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Hugh of the Vale,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Renly Baratheon,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,249
Jory Cassel,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,100
Cersei Lannister,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,100
Eddard Stark,"Cripples, Bastards, and Broken Things",The Crownlands,King's Landing,100
Catelyn Stark,"Cripples, Bastards, and Broken Things",The Riverlands,Crossroads Inn,184
Rodrik Cassel,"Cripples, Bastards, and Broken Things",The Riverlands,Crossroads Inn,184
Marillion,"Cripples, Bastards, and Broken Things",The Riverlands,Crossroads Inn,184
Tyrion Lannister,"Cripples, Bastards, and Broken Things",The Riverlands,Crossroads Inn,184
Yoren,"Cripples, Bastards, and Broken Things",The Riverlands,Crossroads Inn,184
Bronn,"Cripples, Bastards, and Broken Things",The Riverlands,Crossroads Inn,184
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,25
Hugh of the Vale,The Wolf and the Lion,The Crownlands,King's Landing,37
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,37
Barristan Selmy,The Wolf and the Lion,The Crownlands,King's Landing,37
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,55
Barristan Selmy,The Wolf and the Lion,The Crownlands,King's Landing,55
Robert Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,153
Lancel Lannister,The Wolf and the Lion,The Crownlands,King's Landing,153
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,153
Gregor Clegane,The Wolf and the Lion,The Crownlands,King's Landing,239
Joffrey Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,239
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,239
Sansa Stark,The Wolf and the Lion,The Crownlands,King's Landing,239
Petyr Baelish,The Wolf and the Lion,The Crownlands,King's Landing,239
Septa Mordane,The Wolf and the Lion,The Crownlands,King's Landing,239
Renly Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,239
Grand Maester Pycelle,The Wolf and the Lion,The Crownlands,King's Landing,239
Loras Tyrell,The Wolf and the Lion,The Crownlands,King's Landing,239
Robert Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,239
Sandor Clegane,The Wolf and the Lion,The Crownlands,King's Landing,239
Barristan Selmy,The Wolf and the Lion,The Crownlands,King's Landing,239
Myrcella Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,239
Tommen Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,239
Marillion,The Wolf and the Lion,The Vale,Eastern Road,198
Tyrion Lannister,The Wolf and the Lion,The Vale,Eastern Road,198
Catelyn Stark,The Wolf and the Lion,The Vale,Eastern Road,198
Rodrik Cassel,The Wolf and the Lion,The Vale,Eastern Road,198
Bronn,The Wolf and the Lion,The Vale,Eastern Road,198
Bran Stark,The Wolf and the Lion,The North,Winterfell,155
Maester Luwin,The Wolf and the Lion,The North,Winterfell,155
Theon Greyjoy,The Wolf and the Lion,The North,Winterfell,155
Ros,The Wolf and the Lion,The North,Winterfell,104
Theon Greyjoy,The Wolf and the Lion,The North,Winterfell,104
Arya Stark,The Wolf and the Lion,The Crownlands,King's Landing,14
Lord Varys,The Wolf and the Lion,The Crownlands,King's Landing,154
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,154
Jory Cassel,The Wolf and the Lion,The Crownlands,King's Landing,154
Arya Stark,The Wolf and the Lion,The Crownlands,King's Landing,90
Lord Varys,The Wolf and the Lion,The Crownlands,King's Landing,90
Illyrio Mopatis,The Wolf and the Lion,The Crownlands,King's Landing,90
Petyr Baelish,The Wolf and the Lion,The Crownlands,King's Landing,213
Lord Varys,The Wolf and the Lion,The Crownlands,King's Landing,213
Renly Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,213
Arya Stark,The Wolf and the Lion,The Crownlands,King's Landing,61
Arya Stark,The Wolf and the Lion,The Crownlands,King's Landing,104
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,104
Jory Cassel,The Wolf and the Lion,The Crownlands,King's Landing,104
Yoren,The Wolf and the Lion,The Crownlands,King's Landing,104
Arya Stark,The Wolf and the Lion,The Crownlands,King's Landing,15
Jory Cassel,The Wolf and the Lion,The Crownlands,King's Landing,15
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,13
Yoren,The Wolf and the Lion,The Crownlands,King's Landing,13
Catelyn Stark,The Wolf and the Lion,The Vale,Eastern Road,70
Tyrion Lannister,The Wolf and the Lion,The Vale,Eastern Road,70
Rodrik Cassel,The Wolf and the Lion,The Vale,Eastern Road,70
Bronn,The Wolf and the Lion,The Vale,Eastern Road,70
Vardis Egen,The Wolf and the Lion,The Vale,Eastern Road,70
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,18
Royal Steward,The Wolf and the Lion,The Crownlands,King's Landing,18
Robert Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,215
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,215
Renly Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,215
Grand Maester Pycelle,The Wolf and the Lion,The Crownlands,King's Landing,215
Lord Varys,The Wolf and the Lion,The Crownlands,King's Landing,215
Petyr Baelish,The Wolf and the Lion,The Crownlands,King's Landing,215
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,9
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,58
Jory Cassel,The Wolf and the Lion,The Crownlands,King's Landing,58
Petyr Baelish,The Wolf and the Lion,The Crownlands,King's Landing,58
Catelyn Stark,The Wolf and the Lion,The Vale,The Eyrie,119
Tyrion Lannister,The Wolf and the Lion,The Vale,The Eyrie,119
Lysa Arryn,The Wolf and the Lion,The Vale,The Eyrie,119
Robin Arryn,The Wolf and the Lion,The Vale,The Eyrie,119
Vardis Egen,The Wolf and the Lion,The Vale,The Eyrie,119
Tyrion Lannister,The Wolf and the Lion,The Vale,The Eyrie,41
Mord,The Wolf and the Lion,The Vale,The Eyrie,41
Renly Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,237
Loras Tyrell,The Wolf and the Lion,The Crownlands,King's Landing,237
Robert Baratheon,The Wolf and the Lion,The Crownlands,King's Landing,379
Cersei Lannister,The Wolf and the Lion,The Crownlands,King's Landing,379
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,56
Mhaegen,The Wolf and the Lion,The Crownlands,King's Landing,56
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,48
Petyr Baelish,The Wolf and the Lion,The Crownlands,King's Landing,48
Jory Cassel,The Wolf and the Lion,The Crownlands,King's Landing,48
Eddard Stark,The Wolf and the Lion,The Crownlands,King's Landing,193
Jory Cassel,The Wolf and the Lion,The Crownlands,King's Landing,193
Jaime Lannister,The Wolf and the Lion,The Crownlands,King's Landing,193
Petyr Baelish,The Wolf and the Lion,The Crownlands,King's Landing,193
Eddard Stark,A Golden Crown,The Crownlands,King's Landing,269
Cersei Lannister,A Golden Crown,The Crownlands,King's Landing,269
Robert Baratheon,A Golden Crown,The Crownlands,King's Landing,269
Daenerys Targaryen,A Golden Crown,Vaes Dothrak,Vaes Dothrak,88
Drogon,A Golden Crown,Vaes Dothrak,Vaes Dothrak,88
Rhaegal,A Golden Crown,Vaes Dothrak,Vaes Dothrak,88
Viserion,A Golden Crown,Vaes Dothrak,Vaes Dothrak,88
Irri,A Golden Crown,Vaes Dothrak,Vaes Dothrak,88
Three-Eyed Raven,A Golden Crown,The North,Winterfell,35
Bran Stark,A Golden Crown,The North,Winterfell,35
Bran Stark,A Golden Crown,The North,Winterfell,11
Hodor,A Golden Crown,The North,Winterfell,11
Bran Stark,A Golden Crown,The North,The Wolfswood,66
Theon Greyjoy,A Golden Crown,The North,The Wolfswood,66
Robb Stark,A Golden Crown,The North,The Wolfswood,66
Bran Stark,A Golden Crown,The North,The Wolfswood,207
Osha,A Golden Crown,The North,The Wolfswood,207
Stiv,A Golden Crown,The North,The Wolfswood,207
Wallen,A Golden Crown,The North,The Wolfswood,207
Robb Stark,A Golden Crown,The North,The Wolfswood,207
Theon Greyjoy,A Golden Crown,The North,The Wolfswood,207
Tyrion Lannister,A Golden Crown,The Vale,The Eyrie,67
Mord,A Golden Crown,The Vale,The Eyrie,67
Syrio Forel,A Golden Crown,The Crownlands,King's Landing,112
Arya Stark,A Golden Crown,The Crownlands,King's Landing,112
Daenerys Targaryen,A Golden Crown,Vaes Dothrak,Vaes Dothrak,211
Khal Drogo,A Golden Crown,Vaes Dothrak,Vaes Dothrak,211
Viserys Targaryen,A Golden Crown,Vaes Dothrak,Vaes Dothrak,211
Jorah Mormont,A Golden Crown,Vaes Dothrak,Vaes Dothrak,211
Irri,A Golden Crown,Vaes Dothrak,Vaes Dothrak,211
Dothraki Crone,A Golden Crown,Vaes Dothrak,Vaes Dothrak,211
Doreah,A Golden Crown,Vaes Dothrak,Vaes Dothrak,211
Rhaego,A Golden Crown,Vaes Dothrak,Vaes Dothrak,211
Drogon,A Golden Crown,Vaes Dothrak,Vaes Dothrak,135
Rhaegal,A Golden Crown,Vaes Dothrak,Vaes Dothrak,135
Viserion,A Golden Crown,Vaes Dothrak,Vaes Dothrak,135
Viserys Targaryen,A Golden Crown,Vaes Dothrak,Vaes Dothrak,135
Jorah Mormont,A Golden Crown,Vaes Dothrak,Vaes Dothrak,135
Tyrion Lannister,A Golden Crown,The Vale,The Eyrie,118
Mord,A Golden Crown,The Vale,The Eyrie,118
Tyrion Lannister,A Golden Crown,The Vale,The Eyrie,335
Lysa Arryn,A Golden Crown,The Vale,The Eyrie,335
Catelyn Stark,A Golden Crown,The Vale,The Eyrie,335
Robin Arryn,A Golden Crown,The Vale,The Eyrie,335
Vardis Egen,A Golden Crown,The Vale,The Eyrie,335
Bronn,A Golden Crown,The Vale,The Eyrie,335
Rodrik Cassel,A Golden Crown,The Vale,The Eyrie,335
Robert Baratheon,A Golden Crown,The Crownlands,The Kingswood,113
Lancel Lannister,A Golden Crown,The Crownlands,The Kingswood,113
Renly Baratheon,A Golden Crown,The Crownlands,The Kingswood,113
Barristan Selmy,A Golden Crown,The Crownlands,The Kingswood,113
Eddard Stark,A Golden Crown,The Crownlands,King's Landing,245
Grand Maester Pycelle,A Golden Crown,The Crownlands,King's Landing,245
Petyr Baelish,A Golden Crown,The Crownlands,King's Landing,245
Beric Dondarrion,A Golden Crown,The Crownlands,King's Landing,245
Joss,A Golden Crown,The Crownlands,King's Landing,245
Bronn,A Golden Crown,The Vale,The Eyrie,267
Vardis Egen,A Golden Crown,The Vale,The Eyrie,267
Tyrion Lannister,A Golden Crown,The Vale,The Eyrie,267
Lysa Arryn,A Golden Crown,The Vale,The Eyrie,267
Robin Arryn,A Golden Crown,The Vale,The Eyrie,267
Catelyn Stark,A Golden Crown,The Vale,The Eyrie,267
Mord,A Golden Crown,The Vale,The Eyrie,267
Rodrik Cassel,A Golden Crown,The Vale,The Eyrie,267
Septa Mordane,A Golden Crown,The Crownlands,King's Landing,173
Sansa Stark,A Golden Crown,The Crownlands,King's Landing,173
Joffrey Baratheon,A Golden Crown,The Crownlands,King's Landing,173
Theon Greyjoy,A Golden Crown,The North,Winterfell,93
Ros,A Golden Crown,The North,Winterfell,93
Eddard Stark,A Golden Crown,The Crownlands,King's Landing,147
Sansa Stark,A Golden Crown,The Crownlands,King's Landing,147
Arya Stark,A Golden Crown,The Crownlands,King's Landing,147
Daenerys Targaryen,A Golden Crown,Vaes Dothrak,Vaes Dothrak,285
Khal Drogo,A Golden Crown,Vaes Dothrak,Vaes Dothrak,285
Doreah,A Golden Crown,Vaes Dothrak,Vaes Dothrak,285
Jorah Mormont,A Golden Crown,Vaes Dothrak,Vaes Dothrak,285
Viserys Targaryen,A Golden Crown,Vaes Dothrak,Vaes Dothrak,285
Irri,A Golden Crown,Vaes Dothrak,Vaes Dothrak,285
Qotho,A Golden Crown,Vaes Dothrak,Vaes Dothrak,285
Jaime Lannister,You Win or You Die,The Westerlands,Lannister Camp,283
Tywin Lannister,You Win or You Die,The Westerlands,Lannister Camp,283
Eddard Stark,You Win or You Die,The Crownlands,King's Landing,181
Cersei Lannister,You Win or You Die,The Crownlands,King's Landing,181
Petyr Baelish,You Win or You Die,The Crownlands,King's Landing,304
Ros,You Win or You Die,The Crownlands,King's Landing,304
Armeca,You Win or You Die,The Crownlands,King's Landing,304
Osha,You Win or You Die,The North,Winterfell,222
Theon Greyjoy,You Win or You Die,The North,Winterfell,222
Maester Luwin,You Win or You Die,The North,Winterfell,222
Jon Snow,You Win or You Die,The Wall,Castle Black,52
Samwell Tarly,You Win or You Die,The Wall,Castle Black,52
Jon Snow,You Win or You Die,The Wall,Castle Black,45
Samwell Tarly,You Win or You Die,The Wall,Castle Black,45
Jeor Mormont,You Win or You Die,The Wall,Castle Black,45
Eddard Stark,You Win or You Die,The Crownlands,King's Landing,14
Renly Baratheon,You Win or You Die,The Crownlands,King's Landing,14
Joffrey Baratheon,You Win or You Die,The Crownlands,King's Landing,295
Robert Baratheon,You Win or You Die,The Crownlands,King's Landing,295
Cersei Lannister,You Win or You Die,The Crownlands,King's Landing,295
Grand Maester Pycelle,You Win or You Die,The Crownlands,King's Landing,295
Renly Baratheon,You Win or You Die,The Crownlands,King's Landing,295
Eddard Stark,You Win or You Die,The Crownlands,King's Landing,295
Barristan Selmy,You Win or You Die,The Crownlands,King's Landing,295
Eddard Stark,You Win or You Die,The Crownlands,King's Landing,97
Barristan Selmy,You Win or You Die,The Crownlands,King's Landing,97
Grand Maester Pycelle,You Win or You Die,The Crownlands,King's Landing,97
Renly Baratheon,You Win or You Die,The Crownlands,King's Landing,97
Lord Varys,You Win or You Die,The Crownlands,King's Landing,97
Khal Drogo,You Win or You Die,Vaes Dothrak,Vaes Dothrak,83
Daenerys Targaryen,You Win or You Die,Vaes Dothrak,Vaes Dothrak,83
Daenerys Targaryen,You Win or You Die,Vaes Dothrak,Vaes Dothrak,64
Jorah Mormont,You Win or You Die,Vaes Dothrak,Vaes Dothrak,64
Doreah,You Win or You Die,Vaes Dothrak,Vaes Dothrak,64
Rakharo,You Win or You Die,Vaes Dothrak,Vaes Dothrak,64
Irri,You Win or You Die,Vaes Dothrak,Vaes Dothrak,64
Jorah Mormont,You Win or You Die,Vaes Dothrak,Vaes Dothrak,33
Little Bird,You Win or You Die,Vaes Dothrak,Vaes Dothrak,33
Wine Merchant,You Win or You Die,Vaes Dothrak,Vaes Dothrak,191
Daenerys Targaryen,You Win or You Die,Vaes Dothrak,Vaes Dothrak,191
Doreah,You Win or You Die,Vaes Dothrak,Vaes Dothrak,191
Irri,You Win or You Die,Vaes Dothrak,Vaes Dothrak,191
Rakharo,You Win or You Die,Vaes Dothrak,Vaes Dothrak,191
Jorah Mormont,You Win or You Die,Vaes Dothrak,Vaes Dothrak,191
Jeor Mormont,You Win or You Die,The Wall,Castle Black,330
Jon Snow,You Win or You Die,The Wall,Castle Black,330
Pypar,You Win or You Die,The Wall,Castle Black,330
Samwell Tarly,You Win or You Die,The Wall,Castle Black,330
Grenn,You Win or You Die,The Wall,Castle Black,330
Rast,You Win or You Die,The Wall,Castle Black,330
Alliser Thorne,You Win or You Die,The Wall,Castle Black,330
Maester Aemon,You Win or You Die,The Wall,Castle Black,330
Othell Yarwyck,You Win or You Die,The Wall,Castle Black,330
Jaremy Rykker,You Win or You Die,The Wall,Castle Black,330
Jon Snow,You Win or You Die,The Wall,Castle Black,106
Samwell Tarly,You Win or You Die,The Wall,Castle Black,106
Pypar,You Win or You Die,The Wall,Castle Black,106
Renly Baratheon,You Win or You Die,The Crownlands,King's Landing,127
Eddard Stark,You Win or You Die,The Crownlands,King's Landing,127
Eddard Stark,You Win or You Die,The Crownlands,King's Landing,210
Tomard,You Win or You Die,The Crownlands,King's Landing,210
Petyr Baelish,You Win or You Die,The Crownlands,King's Landing,210
Jon Snow,You Win or You Die,The Wall,Castle Black,38
Samwell Tarly,You Win or You Die,The Wall,Castle Black,38
Ghost,You Win or You Die,The Wall,Castle Black,38
Othell Yarwyck,You Win or You Die,The Wall,Castle Black,38
Jon Snow,You Win or You Die,North of the Wall,The Haunted Forest,90
Samwell Tarly,You Win or You Die,North of the Wall,The Haunted Forest,90
Othell Yarwyck,You Win or You Die,North of the Wall,The Haunted Forest,90
Ghost,You Win or You Die,North of the Wall,The Haunted Forest,90
Daenerys Targaryen,You Win or You Die,Vaes Dothrak,Vaes Dothrak,219
Jorah Mormont,You Win or You Die,Vaes Dothrak,Vaes Dothrak,219
Wine Merchant,You Win or You Die,Vaes Dothrak,Vaes Dothrak,219
Rakharo,You Win or You Die,Vaes Dothrak,Vaes Dothrak,219
Khal Drogo,You Win or You Die,Vaes Dothrak,Vaes Dothrak,219
Khal Drogo,You Win or You Die,Vaes Dothrak,Vaes Dothrak,21
Jorah Mormont,You Win or You Die,Vaes Dothrak,Vaes Dothrak,21
Qotho,You Win or You Die,Vaes Dothrak,Vaes Dothrak,21
Daenerys Targaryen,You Win or You Die,Vaes Dothrak,Vaes Dothrak,21
Wine Merchant,You Win or You Die,Vaes Dothrak,Vaes Dothrak,21
Eddard Stark,You Win or You Die,The Crownlands,King's Landing,20
Varly,You Win or You Die,The Crownlands,King's Landing,20
Royal Steward,You Win or You Die,The Crownlands,King's Landing,20
Robert Baratheon,You Win or You Die,The Crownlands,King's Landing,20
Eddard Stark,You Win or You Die,The Crownlands,King's Landing,41
Petyr Baelish,You Win or You Die,The Crownlands,King's Landing,41
Lord Varys,You Win or You Die,The Crownlands,King's Landing,41
Eddard Stark,You Win or You Die,The Crownlands,King's Landing,14
Petyr Baelish,You Win or You Die,The Crownlands,King's Landing,14
Lord Varys,You Win or You Die,The Crownlands,King's Landing,14
Royal Steward,You Win or You Die,The Crownlands,King's Landing,14
Janos Slynt,You Win or You Die,The Crownlands,King's Landing,14
Eddard Stark,You Win or You Die,The Crownlands,King's Landing,209
Petyr Baelish,You Win or You Die,The Crownlands,King's Landing,209
Lord Varys,You Win or You Die,The Crownlands,King's Landing,209
Joffrey Baratheon,You Win or You Die,The Crownlands,King's Landing,209
Cersei Lannister,You Win or You Die,The Crownlands,King's Landing,209
Barristan Selmy,You Win or You Die,The Crownlands,King's Landing,209
Sandor Clegane,You Win or You Die,The Crownlands,King's Landing,209
Royal Steward,You Win or You Die,The Crownlands,King's Landing,209
