name,episode,location,sub_location,time
Catelyn Stark,S01E05,The Vale,Eastern Road,70
Tyrion Lannister,S01E05,The Vale,Eastern Road,70
Rodrik Cassel,S01E05,The Vale,Eastern Road,70
Bronn,S01E05,The Vale,Eastern Road,70
Vardis Egen,S01E05,The Vale,Eastern Road,70
Eddard Stark,S01E05,The Crownlands,King's Landing,18
Royal Steward,S01E05,The Crownlands,King's Landing,18
Robert Baratheon,S01E05,The Crownlands,King's Landing,215
Eddard Stark,S01E05,The Crownlands,King's Landing,215
Renly Baratheon,S01E05,The Crownlands,King's Landing,215
Grand Maester Pycelle,S01E05,The Crownlands,King's Landing,215
Lord Varys,S01E05,The Crownlands,King's Landing,215
Petyr Baelish,S01E05,The Crownlands,King's Landing,215
Eddard Stark,S01E05,The Crownlands,King's Landing,9
Eddard Stark,S01E05,The Crownlands,King's Landing,58
Jory Cassel,S01E05,The Crownlands,King's Landing,58
Petyr Baelish,S01E05,The Crownlands,King's Landing,58
Catelyn Stark,S01E05,The Vale,The Eyrie,119
Tyrion Lannister,S01E05,The Vale,The Eyrie,119
Lysa Arryn,S01E05,The Vale,The Eyrie,119
Robin Arryn,S01E05,The Vale,The Eyrie,119
Vardis Egen,S01E05,The Vale,The Eyrie,119
Tyrion Lannister,S01E05,The Vale,The Eyrie,41
Mord,S01E05,The Vale,The Eyrie,41
Renly Baratheon,S01E05,The Crownlands,King's Landing,237
Loras Tyrell,S01E05,The Crownlands,King's Landing,237
Robert Baratheon,S01E05,The Crownlands,King's Landing,379
Cersei Lannister,S01E05,The Crownlands,King's Landing,379
Eddard Stark,S01E05,The Crownlands,King's Landing,56
Mhaegen,S01E05,The Crownlands,King's Landing,56
Eddard Stark,S01E05,The Crownlands,King's Landing,48
Petyr Baelish,S01E05,The Crownlands,King's Landing,48
Jory Cassel,S01E05,The Crownlands,King's Landing,48
Eddard Stark,S01E05,The Crownlands,King's Landing,193
Jory Cassel,S01E05,The Crownlands,King's Landing,193
Jaime Lannister,S01E05,The Crownlands,King's Landing,193
Petyr Baelish,S01E05,The Crownlands,King's Landing,193
Eddard Stark,S01E06,The Crownlands,King's Landing,269
Cersei Lannister,S01E06,The Crownlands,King's Landing,269
Robert Baratheon,S01E06,The Crownlands,King's Landing,269
Daenerys Targaryen,S01E06,Vaes Dothrak,Vaes Dothrak,88
Drogon,S01E06,Vaes Dothrak,Vaes Dothrak,88
Rhaegal,S01E06,Vaes Dothrak,Vaes Dothrak,88
Viserion,S01E06,Vaes Dothrak,Vaes Dothrak,88
Irri,S01E06,Vaes Dothrak,Vaes Dothrak,88
Three-Eyed Raven,S01E06,The North,Winterfell,35
Bran Stark,S01E06,The North,Winterfell,35
Bran Stark,S01E06,The North,Winterfell,11
Hodor,S01E06,The North,Winterfell,11
Bran Stark,S01E06,The North,The Wolfswood,66
Theon Greyjoy,S01E06,The North,The Wolfswood,66
Robb Stark,S01E06,The North,The Wolfswood,66
Bran Stark,S01E06,The North,The Wolfswood,207
Osha,S01E06,The North,The Wolfswood,207
Stiv,S01E06,The North,The Wolfswood,207
Wallen,S01E06,The North,The Wolfswood,207
Robb Stark,S01E06,The North,The Wolfswood,207
Theon Greyjoy,S01E06,The North,The Wolfswood,207
Tyrion Lannister,S01E06,The Vale,The Eyrie,67
Mord,S01E06,The Vale,The Eyrie,67
Syrio Forel,S01E06,The Crownlands,King's Landing,112
Arya Stark,S01E06,The Crownlands,King's Landing,112
Daenerys Targaryen,S01E06,Vaes Dothrak,Vaes Dothrak,211
Khal Drogo,S01E06,Vaes Dothrak,Vaes Dothrak,211
Viserys Targaryen,S01E06,Vaes Dothrak,Vaes Dothrak,211
Jorah Mormont,S01E06,Vaes Dothrak,Vaes Dothrak,211
Irri,S01E06,Vaes Dothrak,Vaes Dothrak,211
Dothraki Crone,S01E06,Vaes Dothrak,Vaes Dothrak,211
Doreah,S01E06,Vaes Dothrak,Vaes Dothrak,211
Rhaego,S01E06,Vaes Dothrak,Vaes Dothrak,211
Drogon,S01E06,Vaes Dothrak,Vaes Dothrak,135
Rhaegal,S01E06,Vaes Dothrak,Vaes Dothrak,135
Viserion,S01E06,Vaes Dothrak,Vaes Dothrak,135
Viserys Targaryen,S01E06,Vaes Dothrak,Vaes Dothrak,135
Jorah Mormont,S01E06,Vaes Dothrak,Vaes Dothrak,135
Tyrion Lannister,S01E06,The Vale,The Eyrie,118
Mord,S01E06,The Vale,The Eyrie,118
Tyrion Lannister,S01E06,The Vale,The Eyrie,335
Lysa Arryn,S01E06,The Vale,The Eyrie,335
Catelyn Stark,S01E06,The Vale,The Eyrie,335
Robin Arryn,S01E06,The Vale,The Eyrie,335
Vardis Egen,S01E06,The Vale,The Eyrie,335
Bronn,S01E06,The Vale,The Eyrie,335
Rodrik Cassel,S01E06,The Vale,The Eyrie,335
Robert Baratheon,S01E06,The Crownlands,The Kingswood,113
Lancel Lannister,S01E06,The Crownlands,The Kingswood,113
Renly Baratheon,S01E06,The Crownlands,The Kingswood,113
Barristan Selmy,S01E06,The Crownlands,The Kingswood,113
Eddard Stark,S01E06,The Crownlands,King's Landing,245
Grand Maester Pycelle,S01E06,The Crownlands,King's Landing,245
Petyr Baelish,S01E06,The Crownlands,King's Landing,245
Beric Dondarrion,S01E06,The Crownlands,King's Landing,245
Joss,S01E06,The Crownlands,King's Landing,245
Bronn,S01E06,The Vale,The Eyrie,267
Vardis Egen,S01E06,The Vale,The Eyrie,267
Tyrion Lannister,S01E06,The Vale,The Eyrie,267
Lysa Arryn,S01E06,The Vale,The Eyrie,267
Robin Arryn,S01E06,The Vale,The Eyrie,267
Catelyn Stark,S01E06,The Vale,The Eyrie,267
Mord,S01E06,The Vale,The Eyrie,267
Rodrik Cassel,S01E06,The Vale,The Eyrie,267
Septa Mordane,S01E06,The Crownlands,King's Landing,173
Sansa Stark,S01E06,The Crownlands,King's Landing,173
Joffrey Baratheon,S01E06,The Crownlands,King's Landing,173
Theon Greyjoy,S01E06,The North,Winterfell,93
Ros,S01E06,The North,Winterfell,93
Eddard Stark,S01E06,The Crownlands,King's Landing,147
Sansa Stark,S01E06,The Crownlands,King's Landing,147
Arya Stark,S01E06,The Crownlands,King's Landing,147
Daenerys Targaryen,S01E06,Vaes Dothrak,Vaes Dothrak,285
Khal Drogo,S01E06,Vaes Dothrak,Vaes Dothrak,285
Doreah,S01E06,Vaes Dothrak,Vaes Dothrak,285
Jorah Mormont,S01E06,Vaes Dothrak,Vaes Dothrak,285
Viserys Targaryen,S01E06,Vaes Dothrak,Vaes Dothrak,285
Irri,S01E06,Vaes Dothrak,Vaes Dothrak,285
Qotho,S01E06,Vaes Dothrak,Vaes Dothrak,285
Jaime Lannister,S01E07,The Westerlands,Lannister Camp,283
Tywin Lannister,S01E07,The Westerlands,Lannister Camp,283
Eddard Stark,S01E07,The Crownlands,King's Landing,181
Cersei Lannister,S01E07,The Crownlands,King's Landing,181
Petyr Baelish,S01E07,The Crownlands,King's Landing,304
Ros,S01E07,The Crownlands,King's Landing,304
Armeca,S01E07,The Crownlands,King's Landing,304
Osha,S01E07,The North,Winterfell,222
Theon Greyjoy,S01E07,The North,Winterfell,222
Maester Luwin,S01E07,The North,Winterfell,222
Jon Snow,S01E07,The Wall,Castle Black,52
Samwell Tarly,S01E07,The Wall,Castle Black,52
Jon Snow,S01E07,The Wall,Castle Black,45
Samwell Tarly,S01E07,The Wall,Castle Black,45
Jeor Mormont,S01E07,The Wall,Castle Black,45
Eddard Stark,S01E07,The Crownlands,King's Landing,14
Renly Baratheon,S01E07,The Crownlands,King's Landing,14
Joffrey Baratheon,S01E07,The Crownlands,King's Landing,295
Robert Baratheon,S01E07,The Crownlands,King's Landing,295
Cersei Lannister,S01E07,The Crownlands,King's Landing,295
Grand Maester Pycelle,S01E07,The Crownlands,King's Landing,295
Renly Baratheon,S01E07,The Crownlands,King's Landing,295
Eddard Stark,S01E07,The Crownlands,King's Landing,295
Barristan Selmy,S01E07,The Crownlands,King's Landing,295
Eddard Stark,S01E07,The Crownlands,King's Landing,97
Barristan Selmy,S01E07,The Crownlands,King's Landing,97
Grand Maester Pycelle,S01E07,The Crownlands,King's Landing,97
Renly Baratheon,S01E07,The Crownlands,King's Landing,97
Lord Varys,S01E07,The Crownlands,King's Landing,97
Khal Drogo,S01E07,Vaes Dothrak,Vaes Dothrak,83
Daenerys Targaryen,S01E07,Vaes Dothrak,Vaes Dothrak,83
Daenerys Targaryen,S01E07,Vaes Dothrak,Vaes Dothrak,64
Jorah Mormont,S01E07,Vaes Dothrak,Vaes Dothrak,64
Doreah,S01E07,Vaes Dothrak,Vaes Dothrak,64
Rakharo,S01E07,Vaes Dothrak,Vaes Dothrak,64
Irri,S01E07,Vaes Dothrak,Vaes Dothrak,64
Jorah Mormont,S01E07,Vaes Dothrak,Vaes Dothrak,33
Little Bird,S01E07,Vaes Dothrak,Vaes Dothrak,33
Wine Merchant,S01E07,Vaes Dothrak,Vaes Dothrak,191
Daenerys Targaryen,S01E07,Vaes Dothrak,Vaes Dothrak,191
Doreah,S01E07,Vaes Dothrak,Vaes Dothrak,191
Irri,S01E07,Vaes Dothrak,Vaes Dothrak,191
Rakharo,S01E07,Vaes Dothrak,Vaes Dothrak,191
Jorah Mormont,S01E07,Vaes Dothrak,Vaes Dothrak,191
Jeor Mormont,S01E07,The Wall,Castle Black,330
Jon Snow,S01E07,The Wall,Castle Black,330
Pypar,S01E07,The Wall,Castle Black,330
Samwell Tarly,S01E07,The Wall,Castle Black,330
Grenn,S01E07,The Wall,Castle Black,330
Rast,S01E07,The Wall,Castle Black,330
Alliser Thorne,S01E07,The Wall,Castle Black,330
Maester Aemon,S01E07,The Wall,Castle Black,330
Othell Yarwyck,S01E07,The Wall,Castle Black,330
Jaremy Rykker,S01E07,The Wall,Castle Black,330
Jon Snow,S01E07,The Wall,Castle Black,106
Samwell Tarly,S01E07,The Wall,Castle Black,106
Pypar,S01E07,The Wall,Castle Black,106
Renly Baratheon,S01E07,The Crownlands,King's Landing,127
Eddard Stark,S01E07,The Crownlands,King's Landing,127
Eddard Stark,S01E07,The Crownlands,King's Landing,210
Tomard,S01E07,The Crownlands,King's Landing,210
Petyr Baelish,S01E07,The Crownlands,King's Landing,210
Jon Snow,S01E07,The Wall,Castle Black,38
Samwell Tarly,S01E07,The Wall,Castle Black,38
Ghost,S01E07,The Wall,Castle Black,38
Othell Yarwyck,S01E07,The Wall,Castle Black,38
Jon Snow,S01E07,North of the Wall,The Haunted Forest,90
Samwell Tarly,S01E07,North of the Wall,The Haunted Forest,90
Othell Yarwyck,S01E07,North of the Wall,The Haunted Forest,90
Ghost,S01E07,North of the Wall,The Haunted Forest,90
Daenerys Targaryen,S01E07,Vaes Dothrak,Vaes Dothrak,219
Jorah Mormont,S01E07,Vaes Dothrak,Vaes Dothrak,219
Wine Merchant,S01E07,Vaes Dothrak,Vaes Dothrak,219
Rakharo,S01E07,Vaes Dothrak,Vaes Dothrak,219
Khal Drogo,S01E07,Vaes Dothrak,Vaes Dothrak,219
Khal Drogo,S01E07,Vaes Dothrak,Vaes Dothrak,21
Jorah Mormont,S01E07,Vaes Dothrak,Vaes Dothrak,21
Qotho,S01E07,Vaes Dothrak,Vaes Dothrak,21
Daenerys Targaryen,S01E07,Vaes Dothrak,Vaes Dothrak,21
Wine Merchant,S01E07,Vaes Dothrak,Vaes Dothrak,21
Eddard Stark,S01E07,The Crownlands,King's Landing,20
Varly,S01E07,The Crownlands,King's Landing,20
Royal Steward,S01E07,The Crownlands,King's Landing,20
Robert Baratheon,S01E07,The Crownlands,King's Landing,20
Eddard Stark,S01E07,The Crownlands,King's Landing,41
Petyr Baelish,S01E07,The Crownlands,King's Landing,41
Lord Varys,S01E07,The Crownlands,King's Landing,41
Eddard Stark,S01E07,The Crownlands,King's Landing,14
Petyr Baelish,S01E07,The Crownlands,King's Landing,14
Lord Varys,S01E07,The Crownlands,King's Landing,14
Royal Steward,S01E07,The Crownlands,King's Landing,14
Janos Slynt,S01E07,The Crownlands,King's Landing,14
Eddard Stark,S01E07,The Crownlands,King's Landing,209
Petyr Baelish,S01E07,The Crownlands,King's Landing,209
Lord Varys,S01E07,The Crownlands,King's Landing,209
Joffrey Baratheon,S01E07,The Crownlands,King's Landing,209
Cersei Lannister,S01E07,The Crownlands,King's Landing,209
Barristan Selmy,S01E07,The Crownlands,King's Landing,209
Sandor Clegane,S01E07,The Crownlands,King's Landing,209
Royal Steward,S01E07,The Crownlands,King's Landing,209
Janos Slynt,S01E07,The Crownlands,King's Landing,209
Syrio Forel,S01E08,The Crownlands,King's Landing,7
Arya Stark,S01E08,The Crownlands,King's Landing,7
Syrio Forel,S01E08,The Crownlands,King's Landing,8
Arya Stark,S01E08,The Crownlands,King's Landing,8
Vayon Poole,S01E08,The Crownlands,King's Landing,15
Septa Mordane,S01E08,The Crownlands,King's Landing,42
Sansa Stark,S01E08,The Crownlands,King's Landing,42
Syrio Forel,S01E08,The Crownlands,King's Landing,154
Arya Stark,S01E08,The Crownlands,King's Landing,154
Meryn Trant,S01E08,The Crownlands,King's Landing,154
Arya Stark,S01E08,The Crownlands,King's Landing,21
Sansa Stark,S01E08,The Crownlands,King's Landing,21
Sandor Clegane,S01E08,The Crownlands,King's Landing,21
Arya Stark,S01E08,The Crownlands,King's Landing,37
Red Keep Stableboy,S01E08,The Crownlands,King's Landing,37
Eddard Stark,S01E08,The Crownlands,King's Landing,182
Lord Varys,S01E08,The Crownlands,King's Landing,182
Samwell Tarly,S01E08,The Wall,Castle Black,76
Jeor Mormont,S01E08,The Wall,Castle Black,76
Jon Snow,S01E08,The Wall,Castle Black,76
Othor,S01E08,The Wall,Castle Black,76
Jafer Flowers,S01E08,The Wall,Castle Black,76
Othell Yarwyck,S01E08,The Wall,Castle Black,76
Jeor Mormont,S01E08,The Wall,Castle Black,89
Jon Snow,S01E08,The Wall,Castle Black,89
Grand Maester Pycelle,S01E08,The Crownlands,King's Landing,132
Cersei Lannister,S01E08,The Crownlands,King's Landing,132
Lord Varys,S01E08,The Crownlands,King's Landing,132
Petyr Baelish,S01E08,The Crownlands,King's Landing,132
Sansa Stark,S01E08,The Crownlands,King's Landing,132
Robb Stark,S01E08,The North,Winterfell,73
Maester Luwin,S01E08,The North,Winterfell,73
Theon Greyjoy,S01E08,The North,Winterfell,73
Catelyn Stark,S01E08,The Vale,The Eyrie,114
Lysa Arryn,S01E08,The Vale,The Eyrie,114
Robin Arryn,S01E08,The Vale,The Eyrie,114
Tyrion Lannister,S01E08,The Vale,To the Westerlands,83
Bronn,S01E08,The Vale,To the Westerlands,83
Tyrion Lannister,S01E08,The Vale,To the Westerlands,171
Bronn,S01E08,The Vale,To the Westerlands,171
Shagga,S01E08,The Vale,To the Westerlands,171
Samwell Tarly,S01E08,The Wall,Castle Black,68
Pypar,S01E08,The Wall,Castle Black,68
Jon Snow,S01E08,The Wall,Castle Black,68
Alliser Thorne,S01E08,The Wall,Castle Black,68
Grenn,S01E08,The Wall,Castle Black,68
Jeor Mormont,S01E08,The Wall,Castle Black,68
Ghost,S01E08,The Wall,Castle Black,55
Jon Snow,S01E08,The Wall,Castle Black,55
Jon Snow,S01E08,The Wall,Castle Black,86
Ghost,S01E08,The Wall,Castle Black,86
Othor,S01E08,The Wall,Castle Black,86
Jeor Mormont,S01E08,The Wall,Castle Black,86
Daenerys Targaryen,S01E08,The Dothraki Sea,Lhazareen Village,126
Jorah Mormont,S01E08,The Dothraki Sea,Lhazareen Village,126
Rakharo,S01E08,The Dothraki Sea,Lhazareen Village,126
Doreah,S01E08,The Dothraki Sea,Lhazareen Village,126
Irri,S01E08,The Dothraki Sea,Lhazareen Village,126
Mirri Maz Duur,S01E08,The Dothraki Sea,Lhazareen Village,126
Mago,S01E08,The Dothraki Sea,Lhazareen Village,126
Daenerys Targaryen,S01E08,The Dothraki Sea,Lhazareen Village,253
Jorah Mormont,S01E08,The Dothraki Sea,Lhazareen Village,253
Doreah,S01E08,The Dothraki Sea,Lhazareen Village,253
Irri,S01E08,The Dothraki Sea,Lhazareen Village,253
Rakharo,S01E08,The Dothraki Sea,Lhazareen Village,253
Khal Drogo,S01E08,The Dothraki Sea,Lhazareen Village,253
Mago,S01E08,The Dothraki Sea,Lhazareen Village,253
Qotho,S01E08,The Dothraki Sea,Lhazareen Village,253
Mirri Maz Duur,S01E08,The Dothraki Sea,Lhazareen Village,253
Grey Wind,S01E08,The North,Winterfell,104
Greatjon Umber,S01E08,The North,Winterfell,104
Bran Stark,S01E08,The North,Winterfell,104
Theon Greyjoy,S01E08,The North,Winterfell,104
Robb Stark,S01E08,The North,Winterfell,104
Bran Stark,S01E08,The North,Winterfell,122
Robb Stark,S01E08,The North,Winterfell,122
Rickon Stark,S01E08,The North,Winterfell,122
Bran Stark,S01E08,The North,Winterfell,136
Osha,S01E08,The North,Winterfell,136
Hodor,S01E08,The North,Winterfell,136
Jon Snow,S01E08,The Wall,Castle Black,70
Pypar,S01E08,The Wall,Castle Black,70
Grenn,S01E08,The Wall,Castle Black,70
Rast,S01E08,The Wall,Castle Black,70
Samwell Tarly,S01E08,The Wall,Castle Black,70
Catelyn Stark,S01E08,The North,The Neck,25
Rodrik Cassel,S01E08,The North,The Neck,25
Robb Stark,S01E08,The North,The Neck,68
Greatjon Umber,S01E08,The North,The Neck,68
Theon Greyjoy,S01E08,The North,The Neck,68
Catelyn Stark,S01E08,The North,The Neck,68
Rodrik Cassel,S01E08,The North,The Neck,68
Catelyn Stark,S01E08,The North,The Neck,123
Robb Stark,S01E08,The North,The Neck,123
Tyrion Lannister,S01E08,The Westerlands,Lannister Camp,73
Bronn,S01E08,The Westerlands,Lannister Camp,73
Shagga,S01E08,The Westerlands,Lannister Camp,73
Timett,S01E08,The Westerlands,Lannister Camp,73
Tyrion Lannister,S01E08,The Westerlands,Lannister Camp,198
Tywin Lannister,S01E08,The Westerlands,Lannister Camp,198
Bronn,S01E08,The Westerlands,Lannister Camp,198
Shagga,S01E08,The Westerlands,Lannister Camp,198
Kevan Lannister,S01E08,The Westerlands,Lannister Camp,198
Timett,S01E08,The Westerlands,Lannister Camp,198
Chella,S01E08,The Westerlands,Lannister Camp,198
Lannister Messenger,S01E08,The Westerlands,Lannister Camp,198
Rodrik Cassel,S01E08,The North,The Neck,33
Catelyn Stark,S01E08,The North,The Neck,33
Greatjon Umber,S01E08,The North,The Neck,33
Robb Stark,S01E08,The North,The Neck,33
Theon Greyjoy,S01E08,The North,The Neck,33
Lannister Scout,S01E08,The North,The Neck,7
Robb Stark,S01E08,The North,The Neck,128
Theon Greyjoy,S01E08,The North,The Neck,128
Greatjon Umber,S01E08,The North,The Neck,128
Rodrik Cassel,S01E08,The North,The Neck,128
Catelyn Stark,S01E08,The North,The Neck,128
Lannister Scout,S01E08,The North,The Neck,128
Eddard Stark,S01E08,The Crownlands,King's Landing,10
Sansa Stark,S01E08,The Crownlands,King's Landing,369
Joffrey Baratheon,S01E08,The Crownlands,King's Landing,369
Cersei Lannister,S01E08,The Crownlands,King's Landing,369
Sandor Clegane,S01E08,The Crownlands,King's Landing,369
Janos Slynt,S01E08,The Crownlands,King's Landing,369
Grand Maester Pycelle,S01E08,The Crownlands,King's Landing,369
Lord Varys,S01E08,The Crownlands,King's Landing,369
Petyr Baelish,S01E08,The Crownlands,King's Landing,369
Barristan Selmy,S01E08,The Crownlands,King's Landing,369
Royal Steward,S01E08,The Crownlands,King's Landing,369
Meryn Trant,S01E08,The Crownlands,King's Landing,369
Eddard Stark,S01E09,The Crownlands,King's Landing,241
Lord Varys,S01E09,The Crownlands,King's Landing,241
Theon Greyjoy,S01E09,The Riverlands,The Twins,107
Robb Stark,S01E09,The Riverlands,The Twins,107
Catelyn Stark,S01E09,The Riverlands,The Twins,107
Greatjon Umber,S01E09,The Riverlands,The Twins,107
Rodrik Cassel,S01E09,The Riverlands,The Twins,107
Walder Frey,S01E09,The Riverlands,The Twins,96
Joyeuse Erenford,S01E09,The Riverlands,The Twins,96
Catelyn Stark,S01E09,The Riverlands,The Twins,96
Stevron Frey,S01E09,The Riverlands,The Twins,96
Ryger Rivers,S01E09,The Riverlands,The Twins,96
Catelyn Stark,S01E09,The Riverlands,The Twins,113
Walder Frey,S01E09,The Riverlands,The Twins,113
Jon Snow,S01E09,The Wall,Castle Black,135
Jeor Mormont,S01E09,The Wall,Castle Black,135
Jon Snow,S01E09,The Wall,Castle Black,16
Jon Snow,S01E09,The Wall,Castle Black,83
Pypar,S01E09,The Wall,Castle Black,83
Samwell Tarly,S01E09,The Wall,Castle Black,83
Grenn,S01E09,The Wall,Castle Black,83
Rast,S01E09,The Wall,Castle Black,83
Catelyn Stark,S01E09,The Riverlands,The Twins,14
Robb Stark,S01E09,The Riverlands,The Twins,102
Theon Greyjoy,S01E09,The Riverlands,The Twins,102
Catelyn Stark,S01E09,The Riverlands,The Twins,102
Rodrik Cassel,S01E09,The Riverlands,The Twins,102
Greatjon Umber,S01E09,The Riverlands,The Twins,102
Jon Snow,S01E09,The Wall,Castle Black,220
Maester Aemon,S01E09,The Wall,Castle Black,220
Daenerys Targaryen,S01E09,The Red Waste,The Desert,101
Khal Drogo,S01E09,The Red Waste,The Desert,101
Qotho,S01E09,The Red Waste,The Desert,101
Rakharo,S01E09,The Red Waste,The Desert,101
Tywin Lannister,S01E09,The Riverlands,Lannister Camp,108
Tyrion Lannister,S01E09,The Riverlands,Lannister Camp,108
Kevan Lannister,S01E09,The Riverlands,Lannister Camp,108
Tyrion Lannister,S01E09,The Riverlands,Lannister Camp,154
Bronn,S01E09,The Riverlands,Lannister Camp,154
Shae,S01E09,The Riverlands,Lannister Camp,154
Khal Drogo,S01E09,The Red Waste,The Red Waste,465
Daenerys Targaryen,S01E09,The Red Waste,The Red Waste,465
Jorah Mormont,S01E09,The Red Waste,The Red Waste,465
Doreah,S01E09,The Red Waste,The Red Waste,465
Mirri Maz Duur,S01E09,The Red Waste,The Red Waste,465
Qotho,S01E09,The Red Waste,The Red Waste,465
Irri,S01E09,The Red Waste,The Red Waste,465
Rakharo,S01E09,The Red Waste,The Red Waste,465
Tyrion Lannister,S01E09,The Riverlands,Lannister Camp,438
Shae,S01E09,The Riverlands,Lannister Camp,438
Bronn,S01E09,The Riverlands,Lannister Camp,438
Tyrion Lannister,S01E09,The Riverlands,Lannister Camp,56
Shae,S01E09,The Riverlands,Lannister Camp,56
Bronn,S01E09,The Riverlands,Lannister Camp,56
Tyrion Lannister,S01E09,The Riverlands,Lannister Camp,24
Bronn,S01E09,The Riverlands,Lannister Camp,24
Tyrion Lannister,S01E09,The Riverlands,Lannister Camp,48
Bronn,S01E09,The Riverlands,Lannister Camp,48
